"customerID","tenure","cancel","InternetService"
"9659-QEQSY",45,1,"Fiber optic"
"5405-ZMYXQ",8,1,"Fiber optic"
"5047-LHVLY",1,0,"DSL"
"1442-OKRJE",66,1,"Fiber optic"
"4737-AQCPU",72,1,"DSL"
"9158-VCTQB",41,0,"Fiber optic"
"2808-CHTDM",23,1,"No"
"6311-UEUME",29,0,"Fiber optic"
"0793-TWELN",4,1,"Fiber optic"
"3283-WCWXT",6,1,"No"
"1060-ENTOF",67,1,"Fiber optic"
"0999-QXNSA",7,1,"DSL"
"5451-MHQOF",56,1,"No"
"4836-WNFNO",72,1,"No"
"9225-BZLNZ",72,1,"DSL"
"0354-VXMJC",23,1,"No"
"4422-QVIJA",35,1,"DSL"
"9365-SRSZE",27,1,"Fiber optic"
"6839-ITVZJ",26,0,"DSL"
"8332-OSJDW",12,1,"No"
"4735-BJKOU",40,1,"No"
"0274-JKUJR",7,1,"DSL"
"5740-YHGTW",70,1,"Fiber optic"
"8917-SZTTJ",60,1,"No"
"1696-MZVAU",39,1,"DSL"
"7359-WWYJV",72,1,"Fiber optic"
"0375-HVGXO",1,0,"DSL"
"4906-ZHGPK",54,1,"DSL"
"8593-WHYHV",3,0,"Fiber optic"
"3795-GWTRD",63,1,"DSL"
"1298-PHBTI",71,1,"Fiber optic"
"6223-DHJGV",42,1,"No"
"6961-MJKBO",47,1,"No"
"6097-EQISJ",66,0,"Fiber optic"
"4423-YLHDV",21,0,"Fiber optic"
"8158-WPEZG",11,1,"DSL"
"0107-YHINA",1,0,"Fiber optic"
"4918-FYJNT",55,1,"Fiber optic"
"0727-BNRLG",69,1,"Fiber optic"
"4854-CIDCF",3,1,"Fiber optic"
"8640-SDGKB",4,0,"DSL"
"3280-MRDOF",30,1,"DSL"
"6435-SRWBJ",5,1,"Fiber optic"
"9964-WBQDJ",71,1,"No"
"6303-KFWSL",29,1,"DSL"
"1702-CCFNJ",52,1,"DSL"
"8932-CZHRQ",68,1,"DSL"
"0386-CWRGM",46,1,"No"
"5515-RUGKN",8,1,"DSL"
"0404-AHASP",72,1,"No"
"7279-NMVJC",17,1,"No"
"2081-VEYEH",3,1,"Fiber optic"
"6407-UTSLV",2,1,"Fiber optic"
"4116-TZAQJ",9,0,"Fiber optic"
"9060-HJJRW",51,1,"DSL"
"2587-YNLES",6,1,"No"
"7398-SKNQZ",3,1,"Fiber optic"
"5935-FCCNB",17,1,"Fiber optic"
"1958-RNRKS",30,1,"DSL"
"5136-RGMZO",31,1,"DSL"
"8345-MVDYC",45,1,"DSL"
"8226-BXGES",64,1,"Fiber optic"
"3877-JRJIP",1,0,"DSL"
"8375-DKEBR",1,0,"Fiber optic"
"9705-IOVQQ",61,1,"Fiber optic"
"1015-OWJKI",1,1,"No"
"7511-YMXVQ",9,0,"DSL"
"2040-XBAVJ",72,1,"Fiber optic"
"7551-JOHTI",1,0,"No"
"8887-IPQNC",7,1,"DSL"
"8646-JCOMS",66,1,"Fiber optic"
"9804-ICWBG",1,0,"Fiber optic"
"1222-KJNZD",40,1,"No"
"0106-GHRQR",16,1,"DSL"
"5318-IXUZF",2,0,"Fiber optic"
"3768-VHXQO",67,1,"No"
"8952-WCVCD",41,1,"Fiber optic"
"2418-TPEUN",56,1,"No"
"3963-RYFNS",72,1,"Fiber optic"
"3198-VELRD",3,0,"Fiber optic"
"8540-ZQGEA",54,1,"No"
"1320-REHCS",52,1,"Fiber optic"
"4137-JOPHL",50,1,"Fiber optic"
"9436-ZBZCT",14,0,"Fiber optic"
"7801-CEDNV",27,1,"DSL"
"2057-BOYKM",72,1,"Fiber optic"
"3658-QQJYD",62,1,"DSL"
"1803-BGNBD",12,1,"DSL"
"0134-XWXCE",44,1,"DSL"
"6950-TWMYB",54,1,"Fiber optic"
"5848-FHRFC",68,1,"No"
"2243-FNMMI",20,1,"No"
"2511-MORQY",50,1,"DSL"
"5356-KZCKT",58,1,"No"
"9470-XCCEM",35,1,"Fiber optic"
"6519-CFDBX",2,1,"DSL"
"3902-MIVLE",63,1,"DSL"
"0409-WTMPL",58,1,"Fiber optic"
"8763-KIAFH",27,1,"No"
"3669-WHAFY",71,1,"Fiber optic"
"3055-VTCGS",63,1,"DSL"
"3144-KMTWZ",71,1,"Fiber optic"
"7279-BUYWN",41,0,"Fiber optic"
"7156-MHUGY",13,0,"Fiber optic"
"7198-GLXTC",2,0,"Fiber optic"
"2007-QVGAW",68,1,"No"
"5207-PLSTK",1,1,"DSL"
"2307-FYNNL",65,1,"Fiber optic"
"5605-XNWEN",72,1,"No"
"2155-AMQRX",28,1,"DSL"
"6181-AXXYF",72,1,"No"
"5091-HFAZW",2,1,"Fiber optic"
"0516-VRYBW",18,0,"No"
"2519-LBNQL",60,1,"Fiber optic"
"8623-ULFNQ",26,1,"DSL"
"8380-PEFPE",1,0,"Fiber optic"
"5687-DKDTV",4,0,"No"
"1568-LJSZU",68,1,"DSL"
"7530-HDYDS",38,0,"Fiber optic"
"7789-HKSBS",42,1,"Fiber optic"
"7416-CKTEP",57,1,"No"
"2586-CWXVV",54,1,"DSL"
"3096-IZETN",12,0,"Fiber optic"
"2348-KCJLT",44,1,"DSL"
"8401-EMUWF",42,1,"DSL"
"4193-IBKSW",72,1,"No"
"5377-NDTOU",71,1,"DSL"
"5922-ABDVO",19,0,"Fiber optic"
"2474-LCNUE",23,1,"DSL"
"0839-QNXME",30,1,"No"
"3506-OVLKD",35,1,"No"
"9172-ANCRX",10,0,"Fiber optic"
"6650-VJONK",1,1,"DSL"
"2178-PMGCJ",22,1,"Fiber optic"
"7492-TAFJD",7,1,"DSL"
"2773-MADBQ",36,1,"DSL"
"6016-LVTJQ",34,1,"No"
"7860-KSUGX",72,1,"DSL"
"8966-KZXXA",36,1,"No"
"6910-HADCM",1,0,"Fiber optic"
"4816-LXZYW",23,0,"Fiber optic"
"9606-PBKBQ",32,0,"Fiber optic"
"5149-QYTTU",71,1,"Fiber optic"
"2070-XYMFH",23,1,"Fiber optic"
"2085-BOJKI",17,1,"Fiber optic"
"0817-HSUSE",1,1,"DSL"
"5442-PPTJY",12,1,"No"
"1927-QEWMY",72,1,"No"
"1663-MHLHE",1,1,"No"
"5663-QBGIS",72,1,"Fiber optic"
"4450-MDZFX",60,1,"Fiber optic"
"6701-DHKWQ",61,1,"DSL"
"7554-AKDQF",6,1,"DSL"
"3536-IQCTX",32,0,"Fiber optic"
"4911-BANWH",31,0,"Fiber optic"
"8496-EJAUI",19,0,"Fiber optic"
"0794-YVSGE",72,1,"No"
"5423-BHIXO",32,1,"DSL"
"6908-VVYHM",65,1,"Fiber optic"
"2959-EEXWB",45,1,"DSL"
"1839-UMACK",42,1,"No"
"3030-YDNRM",8,1,"Fiber optic"
"7321-KKSDU",32,1,"No"
"3402-XRIUO",22,1,"DSL"
"3132-TVFDZ",57,0,"DSL"
"8286-AFUYI",1,1,"DSL"
"8080-DDEMJ",1,0,"DSL"
"8356-WUAOJ",1,1,"DSL"
"6365-MTGZX",24,0,"Fiber optic"
"1349-WXNGG",1,0,"No"
"8058-DMYRU",54,1,"Fiber optic"
"9350-ZXYJC",4,1,"No"
"6990-YNRIO",65,0,"Fiber optic"
"8958-JPTRR",56,1,"No"
"6959-GQEGV",45,1,"DSL"
"3173-WSSUE",71,1,"No"
"1265-HVPZB",59,1,"DSL"
"4115-UMJFQ",69,1,"DSL"
"7369-TRPFD",19,1,"No"
"1098-KFQEC",55,1,"No"
"7190-XHTWJ",38,1,"No"
"0621-TWIEM",10,0,"DSL"
"3537-RYBHH",47,1,"DSL"
"2485-ITVKB",2,0,"DSL"
"3669-OYSJI",1,0,"DSL"
"1612-EOHDH",1,0,"DSL"
"6702-OHFWR",1,0,"DSL"
"5296-BFCYD",46,1,"No"
"4510-PYUSH",38,0,"DSL"
"9359-JANWS",65,1,"DSL"
"7517-SAWMO",19,0,"Fiber optic"
"4143-HHPMK",52,0,"Fiber optic"
"3279-DYZQM",71,1,"No"
"7054-LGEQW",1,0,"DSL"
"0523-VNGTF",52,1,"DSL"
"9575-IWCAZ",6,1,"No"
"7105-MXJLL",26,1,"DSL"
"7064-FRRSW",48,1,"Fiber optic"
"7940-UQQUG",64,1,"Fiber optic"
"0923-PNFUB",3,0,"Fiber optic"
"3961-SXAXY",1,1,"DSL"
"7010-BRBUU",72,1,"No"
"3566-HJGPK",1,1,"DSL"
"3062-ICYZQ",51,1,"Fiber optic"
"9938-PRCVK",41,1,"No"
"0973-KYVNF",72,1,"DSL"
"5129-HHMZC",43,1,"DSL"
"9637-CDTKZ",72,1,"Fiber optic"
"3946-JEWRQ",47,1,"Fiber optic"
"7873-CVMAW",72,1,"DSL"
"0463-WZZKO",3,1,"No"
"3494-JCHRQ",1,0,"Fiber optic"
"6474-FVJLC",2,0,"Fiber optic"
"4524-QCSSM",26,1,"DSL"
"5832-EXGTT",29,1,"DSL"
"8840-DQLGN",35,0,"Fiber optic"
"2039-JONDJ",27,1,"DSL"
"7217-JYHOQ",24,1,"DSL"
"6695-FRVEC",67,1,"DSL"
"4547-LYTDD",16,0,"Fiber optic"
"9894-QMIMJ",23,1,"DSL"
"8069-YQQAJ",14,1,"DSL"
"6770-XUAGN",1,0,"No"
"4193-ORFCL",1,0,"DSL"
"1636-NTNCO",4,1,"DSL"
"3466-WAESX",16,1,"DSL"
"9281-PKKZE",46,1,"DSL"
"3638-VBZTA",68,1,"DSL"
"7459-IMVYU",38,1,"DSL"
"7776-QWNFX",30,0,"DSL"
"6689-TCZHQ",5,0,"Fiber optic"
"8563-OYMQY",17,1,"Fiber optic"
"0754-EEBDC",4,1,"No"
"5777-ZPQNC",12,1,"No"
"1951-IEYXM",72,1,"DSL"
"3318-NMQXL",3,1,"Fiber optic"
"3143-ILDAL",56,0,"Fiber optic"
"1022-RKXDR",41,1,"No"
"2361-FJWNO",40,1,"DSL"
"2272-UOINI",7,1,"DSL"
"8232-UTFOZ",69,1,"No"
"3750-YHRYO",7,1,"No"
"6637-KYRCV",5,1,"DSL"
"5668-MEISB",72,1,"Fiber optic"
"0129-QMPDR",44,1,"No"
"7188-CBBBA",65,1,"Fiber optic"
"5356-CSVSQ",3,1,"DSL"
"3221-CJMSG",24,1,"DSL"
"4720-VSTSI",44,0,"Fiber optic"
"3219-JQRSL",72,1,"DSL"
"2801-NISEI",24,1,"DSL"
"3946-MHCZW",1,0,"DSL"
"4623-ZKHLY",22,1,"No"
"6732-VAILE",70,1,"DSL"
"8201-AAXCB",25,1,"DSL"
"7696-CFTAT",37,1,"No"
"1845-CSBRZ",22,1,"Fiber optic"
"2123-VSCOT",59,1,"DSL"
"6651-AZVTJ",49,0,"Fiber optic"
"4566-GOLUK",47,0,"Fiber optic"
"2484-DGXPZ",31,0,"No"
"2018-QKYGT",1,1,"Fiber optic"
"2792-VPPET",3,1,"No"
"7409-JURKQ",53,1,"Fiber optic"
"3247-MHJKM",1,1,"No"
"1964-SVLEA",20,1,"No"
"4587-NUKOX",3,0,"Fiber optic"
"7297-DVYGA",51,1,"No"
"2239-CGBUZ",51,1,"DSL"
"0854-UYHZD",13,1,"No"
"7243-LCGGZ",1,1,"No"
"8267-KFGYD",1,1,"No"
"4890-VMUAV",63,1,"DSL"
"9261-WDCAF",3,1,"DSL"
"3764-MNMOI",46,1,"No"
"7442-YGZFK",1,1,"DSL"
"0420-BWTPW",8,0,"DSL"
"8229-BUJHX",71,1,"No"
"7449-HVPIV",55,1,"Fiber optic"
"5504-WSIUR",70,1,"Fiber optic"
"8183-ONMXC",2,0,"Fiber optic"
"8466-PZBLH",67,1,"Fiber optic"
"9614-RMGHA",65,0,"Fiber optic"
"8735-IJJEG",14,1,"DSL"
"0564-MUUQK",20,1,"Fiber optic"
"5054-IEXZT",1,0,"Fiber optic"
"5834-ASPWA",1,0,"Fiber optic"
"0701-RFGFI",49,1,"Fiber optic"
"0019-EFAEP",72,1,"Fiber optic"
"5619-PTMIK",46,1,"DSL"
"3737-XBQDD",24,1,"Fiber optic"
"5882-CMAZQ",5,1,"DSL"
"5846-QFDFI",33,1,"Fiber optic"
"4445-KWOKW",42,1,"DSL"
"3511-APPBJ",23,1,"Fiber optic"
"7967-HYCDE",8,1,"Fiber optic"
"2430-RRYUW",66,1,"DSL"
"3948-XHGNA",24,0,"DSL"
"3723-BFBGR",24,1,"DSL"
"0565-IYCGT",69,0,"DSL"
"5447-WZAFP",53,1,"Fiber optic"
"5110-CHOPY",60,1,"DSL"
"5445-UTODQ",7,0,"Fiber optic"
"4425-OWHWB",20,1,"No"
"7892-QVYKW",23,1,"Fiber optic"
"9675-ICXCT",72,1,"DSL"
"1024-VRZHF",11,0,"Fiber optic"
"4703-MQYKT",21,1,"No"
"9497-QCMMS",1,0,"Fiber optic"
"5692-ICXLW",31,1,"Fiber optic"
"0602-DDUML",57,1,"DSL"
"2208-MPXIO",45,1,"No"
"1960-UYCNN",10,1,"Fiber optic"
"0348-SDKOL",58,0,"Fiber optic"
"3190-FZATL",14,1,"No"
"7336-RLLRH",27,1,"DSL"
"4373-MAVJG",14,0,"Fiber optic"
"8901-HJXTF",12,0,"DSL"
"7710-JSYOA",69,1,"Fiber optic"
"5419-KLXBN",25,0,"Fiber optic"
"3424-NMNBO",58,0,"Fiber optic"
"9885-MFVSU",35,1,"DSL"
"4514-GFCFI",16,0,"Fiber optic"
"0607-MVMGC",45,1,"DSL"
"3365-SAIGS",17,1,"Fiber optic"
"9828-AOQLM",1,0,"DSL"
"8022-BECSI",22,1,"No"
"8000-REIQB",1,0,"Fiber optic"
"9993-LHIEB",67,1,"DSL"
"0266-CLZKZ",67,1,"Fiber optic"
"7615-ESMYF",2,0,"DSL"
"3858-VOBET",23,0,"Fiber optic"
"7020-OZKXZ",9,1,"Fiber optic"
"3977-QCRSL",5,1,"No"
"0017-DINOC",54,1,"DSL"
"1447-PJGGA",57,0,"Fiber optic"
"8565-CLBZW",24,0,"Fiber optic"
"9139-WQQDY",49,0,"Fiber optic"
"0224-HJAPT",5,0,"DSL"
"8086-OVPWV",2,0,"Fiber optic"
"9430-FRQOC",4,0,"Fiber optic"
"7639-OPLNG",70,1,"DSL"
"3074-GQWYX",5,0,"Fiber optic"
"1492-QGCLU",53,1,"DSL"
"6845-RGTYS",47,0,"Fiber optic"
"7328-OWMOM",31,1,"No"
"4418-LZMSV",13,1,"DSL"
"5155-AZQPB",28,1,"DSL"
"8861-HGGKB",10,0,"Fiber optic"
"1087-GRUYI",38,1,"No"
"7065-YUNRY",1,0,"DSL"
"7694-VLBWQ",67,0,"Fiber optic"
"2546-KZAAT",52,1,"DSL"
"0181-RITDD",62,1,"Fiber optic"
"5989-PGKJB",16,1,"Fiber optic"
"4795-KTRTH",5,0,"Fiber optic"
"8272-ONJLV",12,1,"Fiber optic"
"1488-PBLJN",72,1,"Fiber optic"
"0308-GIQJT",71,1,"Fiber optic"
"3778-FOAQW",24,1,"No"
"4452-ROHMO",15,1,"No"
"6481-OGDOO",67,0,"Fiber optic"
"3090-LETTY",2,1,"DSL"
"5349-AZPEW",5,1,"DSL"
"3753-TSEMP",15,0,"Fiber optic"
"8305-VHZBZ",1,0,"No"
"9720-JJJOR",41,1,"DSL"
"8100-HZZLJ",43,1,"DSL"
"8775-ERLNB",1,1,"Fiber optic"
"8309-IEYJD",1,1,"Fiber optic"
"9172-JITSM",26,0,"Fiber optic"
"6298-QDFNH",22,0,"Fiber optic"
"7398-HPYZQ",71,1,"DSL"
"3546-GHEAE",7,1,"No"
"7361-YPXFS",28,1,"DSL"
"6557-BZXLQ",16,1,"Fiber optic"
"2550-QHZGP",7,1,"No"
"7519-JTWQH",69,1,"Fiber optic"
"2538-OIMXF",1,1,"DSL"
"8543-MSDMF",3,1,"DSL"
"9961-JBNMK",21,0,"Fiber optic"
"1170-SASML",69,1,"Fiber optic"
"4872-JCVCA",71,1,"DSL"
"5346-BZCHP",69,1,"No"
"2038-LLMLM",48,1,"Fiber optic"
"6173-ITPWD",47,0,"Fiber optic"
"9734-UYXQI",2,0,"DSL"
"1216-BGTSP",45,1,"Fiber optic"
"4138-NAXED",51,1,"Fiber optic"
"2189-UXTKY",22,0,"DSL"
"0744-BIKKF",72,1,"DSL"
"7483-IQWIB",37,1,"Fiber optic"
"5248-KWLAR",71,1,"DSL"
"4958-GZWIY",7,0,"DSL"
"7996-MHXLW",66,1,"No"
"7833-PKIHD",51,1,"DSL"
"7061-OVMIM",30,1,"No"
"5153-RTHKF",34,1,"Fiber optic"
"1852-QSWCD",64,1,"No"
"4832-VRBMR",65,1,"Fiber optic"
"9079-LWTFD",47,1,"Fiber optic"
"6356-ELRKD",1,0,"Fiber optic"
"8624-GIOUT",49,0,"DSL"
"3392-EHMNK",67,1,"Fiber optic"
"5986-WWXDV",39,1,"No"
"3061-BCKYI",14,1,"No"
"6179-GJPSO",43,0,"Fiber optic"
"7901-TBKJX",56,1,"Fiber optic"
"7228-PAQPD",14,1,"DSL"
"3177-LASXD",1,0,"Fiber optic"
"7746-QYVCO",16,1,"DSL"
"5804-HYIEZ",70,1,"Fiber optic"
"9919-FZDED",72,1,"DSL"
"5934-TSSAU",23,1,"Fiber optic"
"3486-KHMLI",21,1,"No"
"4897-QSUYC",1,0,"No"
"1084-UQCHV",1,0,"Fiber optic"
"8290-YWKHZ",32,0,"Fiber optic"
"2955-BJZHG",17,0,"Fiber optic"
"3806-DXQOM",4,0,"DSL"
"6784-XYJAE",36,1,"DSL"
"3933-DQPWX",50,1,"DSL"
"6661-EIPZC",48,1,"DSL"
"8957-THMOA",50,1,"No"
"2251-PYLPB",72,1,"DSL"
"5555-RNPGT",10,1,"No"
"1057-FOGLZ",18,1,"No"
"9300-RENDD",1,0,"Fiber optic"
"0761-AETCS",1,0,"No"
"8087-LGYHQ",9,1,"Fiber optic"
"4137-BTIKL",2,1,"Fiber optic"
"2190-BCXEC",40,1,"Fiber optic"
"6227-FBDXH",69,1,"Fiber optic"
"2153-MREFK",37,0,"Fiber optic"
"2911-WDXMV",18,1,"Fiber optic"
"7206-PQBBZ",11,1,"Fiber optic"
"3106-ULWFW",8,0,"Fiber optic"
"0925-VYDLG",3,0,"Fiber optic"
"4547-FZJWE",55,1,"DSL"
"7422-WNBTY",33,1,"Fiber optic"
"0842-IWYCP",46,1,"DSL"
"3521-HTQTV",34,1,"No"
"3744-ZBHON",3,1,"No"
"3373-DIUUN",30,1,"No"
"8383-SGHJU",33,1,"DSL"
"7607-QKKTJ",45,1,"Fiber optic"
"7707-PYBBH",40,1,"DSL"
"8984-HPEMB",71,1,"Fiber optic"
"4349-GFQHK",1,0,"DSL"
"4139-DETXS",72,1,"DSL"
"9779-DPNEJ",22,1,"Fiber optic"
"9805-FILKB",46,1,"No"
"5793-YOLJN",55,1,"No"
"0673-IGUQO",1,1,"No"
"4123-FCVCB",12,1,"DSL"
"8819-IMISP",31,1,"Fiber optic"
"7802-EFKNY",5,0,"DSL"
"8311-UEUAB",67,1,"DSL"
"5858-EAFCZ",1,1,"DSL"
"8035-BUYVG",40,0,"DSL"
"1163-ONYEY",41,1,"DSL"
"9787-XVQIU",1,0,"Fiber optic"
"8945-MUQUF",51,0,"Fiber optic"
"5656-MJEFC",42,1,"DSL"
"6082-OQFBA",23,1,"No"
"8051-HJRLT",1,0,"Fiber optic"
"8974-OVACP",1,1,"No"
"4010-YLMVT",56,1,"Fiber optic"
"1379-FRVEB",15,1,"Fiber optic"
"8612-GXIDD",12,1,"No"
"6288-CHQJB",54,1,"DSL"
"8160-HOWOX",7,1,"DSL"
"3023-GFLBR",33,0,"Fiber optic"
"6648-INWPS",16,1,"No"
"4223-BKEOR",21,1,"DSL"
"4079-VTGLK",30,1,"DSL"
"1763-WQFUK",3,1,"DSL"
"1391-UBDAR",11,1,"Fiber optic"
"8894-JVDCV",62,1,"Fiber optic"
"2023-VQFDL",18,1,"No"
"1345-GKDZZ",6,1,"No"
"2014-MKGMH",46,1,"Fiber optic"
"5628-FCGYG",21,1,"Fiber optic"
"2560-WBWXF",68,1,"No"
"0248-IPDFW",1,1,"DSL"
"7978-DKUQH",25,1,"Fiber optic"
"4335-UPJSI",24,1,"No"
"0524-IAVZO",30,0,"Fiber optic"
"2737-YNGYW",2,0,"Fiber optic"
"1784-EZDKJ",51,1,"Fiber optic"
"9297-FVVDH",57,1,"DSL"
"8007-YYPWD",15,1,"No"
"7101-HRBLJ",72,1,"DSL"
"5159-YFPKQ",2,0,"Fiber optic"
"6635-CPNUN",28,1,"Fiber optic"
"4021-RQSNY",29,0,"Fiber optic"
"5453-YBTWV",70,1,"Fiber optic"
"5039-LZRQT",13,1,"No"
"2931-VUVJN",59,1,"Fiber optic"
"9061-TIHDA",13,0,"Fiber optic"
"8699-ASUFO",7,0,"Fiber optic"
"6418-PIQSP",62,1,"DSL"
"8220-OCUFY",21,1,"DSL"
"3995-WFCSM",2,1,"DSL"
"1895-QTKDO",1,1,"DSL"
"2038-OEQZH",4,1,"Fiber optic"
"1178-PZGAB",19,1,"No"
"7927-AUXBZ",30,0,"Fiber optic"
"2626-VEEWG",67,1,"No"
"2878-RMWXY",72,1,"Fiber optic"
"1657-DYMBM",53,1,"No"
"7311-MQJCH",5,1,"No"
"7375-WMVMT",71,1,"Fiber optic"
"1136-XGEQU",50,1,"DSL"
"2530-FMFXO",56,1,"Fiber optic"
"6844-DZKRF",2,1,"DSL"
"4695-WJZUE",2,0,"Fiber optic"
"7619-ODSGN",24,0,"DSL"
"5970-GHJAW",46,1,"No"
"8879-XUAHX",71,1,"Fiber optic"
"3689-MOZGR",29,1,"DSL"
"4195-PNGZS",69,1,"No"
"5003-XZWWO",71,1,"DSL"
"3988-RQIXO",1,0,"Fiber optic"
"7622-FWGEW",56,1,"DSL"
"6922-NCEDI",56,1,"No"
"2514-GINMM",1,0,"Fiber optic"
"9891-NQDBD",28,1,"No"
"6131-IUNXN",19,1,"No"
"8548-AWOFC",66,1,"DSL"
"9798-DRYDS",17,1,"DSL"
"8532-UEFWH",52,1,"No"
"6296-DDOOR",19,1,"DSL"
"7951-VRDVK",36,1,"DSL"
"5931-FLJJF",7,0,"Fiber optic"
"4815-YOSUK",72,1,"Fiber optic"
"2659-VXMWZ",67,0,"Fiber optic"
"0380-NEAVX",34,1,"Fiber optic"
"3207-OYBWH",57,0,"Fiber optic"
"4285-GYRQC",7,0,"Fiber optic"
"7216-EWTRS",1,0,"Fiber optic"
"4365-MSDYN",8,1,"No"
"7036-TYDEC",69,1,"Fiber optic"
"5802-ADBRC",50,1,"Fiber optic"
"8076-FEZKJ",10,1,"No"
"5197-YPYBZ",12,1,"No"
"8337-MSSXB",14,0,"Fiber optic"
"4312-GVYNH",70,1,"DSL"
"8495-LJDFO",64,1,"Fiber optic"
"0839-JTCUD",66,1,"DSL"
"5494-WOZRZ",71,1,"DSL"
"1302-UHBDD",20,1,"Fiber optic"
"2234-EOFPT",72,1,"DSL"
"8619-IJNDK",71,1,"DSL"
"8378-LKJAF",38,1,"Fiber optic"
"8182-BJDSI",28,0,"Fiber optic"
"2528-HFYZX",17,0,"Fiber optic"
"1153-GNOLC",33,1,"DSL"
"3298-QEICA",23,1,"DSL"
"0788-DXBFY",58,1,"No"
"3597-YASZG",70,1,"Fiber optic"
"3496-LFSZU",4,1,"Fiber optic"
"5242-UOWHD",45,1,"No"
"2482-CZGBB",10,0,"Fiber optic"
"6479-SZPLM",36,1,"No"
"8097-VBQTZ",54,1,"DSL"
"4500-HKANN",23,1,"DSL"
"9917-KWRBE",41,1,"DSL"
"3420-ZDBMA",5,1,"Fiber optic"
"2212-LYASK",27,1,"DSL"
"1393-IMKZG",1,1,"Fiber optic"
"8069-RHUXK",67,1,"DSL"
"3398-GCPMU",72,1,"DSL"
"2908-WGAXL",56,1,"No"
"3378-AJRAO",44,1,"No"
"1013-QCWAM",66,1,"Fiber optic"
"0866-QLSIR",34,0,"DSL"
"6050-FFXES",69,1,"Fiber optic"
"7181-BQYBV",1,0,"Fiber optic"
"0362-RAOQO",40,1,"No"
"9554-DFKIC",30,1,"DSL"
"5527-ACHSO",11,1,"DSL"
"0829-DDVLK",15,1,"No"
"1399-UBQIU",11,1,"DSL"
"1813-JLKWR",64,1,"No"
"0336-PIKEI",72,1,"DSL"
"7322-OCWHC",72,1,"Fiber optic"
"9537-VHDTA",1,1,"DSL"
"4957-TIALW",15,1,"DSL"
"2054-PJOCK",60,1,"DSL"
"9150-HEPMB",56,1,"DSL"
"9030-QGZNL",8,1,"No"
"6204-IEUXJ",3,0,"Fiber optic"
"3126-WQMGH",49,1,"DSL"
"4529-CKBCL",2,0,"Fiber optic"
"2506-CLAKW",6,0,"Fiber optic"
"7176-WRTNX",70,1,"Fiber optic"
"1583-IHQZE",12,0,"Fiber optic"
"5732-IKGQH",52,1,"Fiber optic"
"9239-GZHZE",72,1,"Fiber optic"
"7205-BAIAD",40,1,"No"
"0151-ONTOV",1,0,"Fiber optic"
"4140-MUHUG",3,0,"Fiber optic"
"0093-EXYQL",40,1,"Fiber optic"
"8064-RAVOH",1,1,"DSL"
"0219-QAERP",30,1,"No"
"0320-JDNQG",23,0,"Fiber optic"
"7180-PISOG",1,0,"Fiber optic"
"9168-INPSZ",44,1,"Fiber optic"
"3571-RFHAR",65,0,"Fiber optic"
"0015-UOCOJ",7,1,"DSL"
"5334-AFQJB",72,1,"No"
"2754-SDJRD",8,1,"Fiber optic"
"9578-VRMNM",16,0,"DSL"
"1587-FKLZB",66,0,"Fiber optic"
"6140-QNRQQ",1,0,"Fiber optic"
"8963-JLGJT",3,1,"DSL"
"4307-KTUMW",53,0,"Fiber optic"
"1465-LNTLJ",8,1,"DSL"
"5440-FLBQG",69,0,"Fiber optic"
"2135-DQWAQ",5,1,"Fiber optic"
"4056-QHXHZ",72,1,"Fiber optic"
"7470-MCQTK",13,0,"DSL"
"7488-MXJIV",4,0,"Fiber optic"
"7401-JIXNM",54,1,"DSL"
"9339-FIIJL",72,1,"DSL"
"2027-FECZV",12,0,"Fiber optic"
"2672-DZUOY",1,0,"DSL"
"4706-DGAHW",1,1,"DSL"
"3870-MQAMG",54,0,"Fiber optic"
"6670-MFRPK",69,1,"Fiber optic"
"6177-PEVRA",48,1,"DSL"
"4800-CZMPC",48,0,"Fiber optic"
"4813-HQMGZ",8,1,"Fiber optic"
"7579-KKLOE",71,1,"DSL"
"7377-DMMRI",2,0,"DSL"
"8402-EIVQS",67,1,"Fiber optic"
"4947-DSMXK",34,1,"Fiber optic"
"7245-NIIWQ",3,1,"Fiber optic"
"0002-ORFBO",9,1,"DSL"
"3324-OIRTO",71,1,"Fiber optic"
"5414-OFQCB",57,1,"Fiber optic"
"4967-WPNCF",72,1,"DSL"
"8552-OBVRU",48,1,"Fiber optic"
"8499-BRXTD",18,1,"No"
"9154-QDGTH",43,1,"Fiber optic"
"8197-BFWVU",72,1,"DSL"
"2577-GVSIL",35,1,"DSL"
"9367-OIUXP",4,1,"No"
"6770-UAYGJ",49,1,"No"
"6463-HHXJR",71,1,"Fiber optic"
"7928-VJYAB",11,1,"Fiber optic"
"1187-WILMM",63,1,"DSL"
"9776-OJUZI",65,1,"Fiber optic"
"1306-RPWXZ",49,1,"No"
"8949-JTMAY",29,0,"Fiber optic"
"2774-LVQUS",15,0,"Fiber optic"
"3097-PYWXL",4,1,"No"
"2266-SJNAT",72,1,"Fiber optic"
"0869-PAPRP",26,1,"Fiber optic"
"4238-JSSWH",35,1,"Fiber optic"
"2972-YDYUW",57,1,"Fiber optic"
"1104-FEJAM",28,1,"DSL"
"2809-ILCYT",25,1,"No"
"5499-ECUTN",47,1,"DSL"
"4981-FLTMF",57,1,"DSL"
"9121-PHQSR",16,1,"Fiber optic"
"3113-IWHLC",5,1,"DSL"
"3211-ILJTT",17,0,"Fiber optic"
